ENSDARP00000136350.1	ENSDARP00000152373.1
ENSDARP00000113861.1	ENSDARP00000016374.7
ENSDARP00000072874.4	ENSDARP00000074464.4
ENSDARP00000051196.4	ENSDARP00000149859.1
ENSDARP00000100061.2	ENSDARP00000067308.3
ENSDARP00000075565.6	ENSDARP00000127889.1
ENSDARP00000088454.5	ENSDARP00000135255.1
ENSDARP00000136233.1	ENSDARP00000156689.1
ENSDARP00000104097.5	ENSDARP00000146773.1
ENSDARP00000093642.3	ENSDARP00000150471.1
ENSDARP00000069140.4	ENSDARP00000069142.4
ENSDARP00000113999.1	ENSDARP00000129888.2
ENSDARP00000108004.2	ENSDARP00000147722.1
ENSDARP00000073325.3	ENSDARP00000153401.1
ENSDARP00000066944.4	ENSDARP00000156839.1
ENSDARP00000096601.4	ENSDARP00000023951.5
ENSDARP00000157414.1	ENSDARP00000070263.5
ENSDARP00000044837.6	ENSDARP00000049419.7
ENSDARP00000066381.5	ENSDARP00000150609.1
ENSDARP00000153324.1	ENSDARP00000150939.1
ENSDARP00000139483.1	ENSDARP00000136575.2
ENSDARP00000138894.1	ENSDARP00000114788.1
ENSDARP00000104252.2	ENSDARP00000143362.2
ENSDARP00000120318.1	ENSDARP00000060821.6
ENSDARP00000106570.2	ENSDARP00000107563.2
ENSDARP00000123156.1	ENSDARP00000153970.1
ENSDARP00000066302.3	ENSDARP00000157369.1
ENSDARP00000137482.1	ENSDARP00000102004.4
ENSDARP00000041832.5	ENSDARP00000156405.1
ENSDARP00000046640.6	ENSDARP00000146061.1
ENSDARP00000088509.4	ENSDARP00000147358.1
ENSDARP00000101456.2	ENSDARP00000106153.1
ENSDARP00000124090.1	ENSDARP00000138600.2
ENSDARP00000102202.4	ENSDARP00000153950.1
ENSDARP00000140805.1	ENSDARP00000141596.1
ENSDARP00000111487.2	ENSDARP00000074434.5
ENSDARP00000092093.3	ENSDARP00000148829.1
ENSDARP00000100185.3	ENSDARP00000133883.1
ENSDARP00000098524.2	ENSDARP00000144182.1
ENSDARP00000100252.3	ENSDARP00000154033.1
ENSDARP00000011527.7	ENSDARP00000155197.1
ENSDARP00000114268.3	ENSDARP00000133899.1
ENSDARP00000093644.3	ENSDARP00000151779.1
ENSDARP00000125323.1	ENSDARP00000125268.1
ENSDARP00000126846.1	ENSDARP00000149737.1
ENSDARP00000095739.4	ENSDARP00000146431.1
ENSDARP00000029333.8	ENSDARP00000150462.1
ENSDARP00000082173.5	ENSDARP00000134704.1
ENSDARP00000116800.1	ENSDARP00000154705.1
ENSDARP00000030023.8	ENSDARP00000129008.1
ENSDARP00000113947.1	ENSDARP00000152312.1
ENSDARP00000144362.1	ENSDARP00000089852.4
ENSDARP00000095615.4	ENSDARP00000138795.1
ENSDARP00000067192.4	ENSDARP00000151253.1
ENSDARP00000111708.2	ENSDARP00000128600.3
ENSDARP00000032411.4	ENSDARP00000041256.5
ENSDARP00000020352.7	ENSDARP00000144680.1
ENSDARP00000122984.2	ENSDARP00000143684.2
ENSDARP00000133001.1	ENSDARP00000040455.6
ENSDARP00000073314.3	ENSDARP00000150168.1
ENSDARP00000121499.1	ENSDARP00000114748.1
ENSDARP00000093755.3	ENSDARP00000154044.1
ENSDARP00000115931.1	ENSDARP00000136345.2
ENSDARP00000103654.1	ENSDARP00000103881.3
ENSDARP00000120506.1	ENSDARP00000157323.1
ENSDARP00000117135.1	ENSDARP00000099005.2
ENSDARP00000004402.8	ENSDARP00000148229.1
ENSDARP00000016637.7	ENSDARP00000145753.1
ENSDARP00000058472.5	ENSDARP00000145054.1
ENSDARP00000115274.1	ENSDARP00000156637.1
ENSDARP00000119931.2	ENSDARP00000143418.2
ENSDARP00000112991.1	ENSDARP00000147865.1
ENSDARP00000010721.9	ENSDARP00000045069.7
ENSDARP00000114950.1	ENSDARP00000150203.1
ENSDARP00000089964.2	ENSDARP00000134312.1
ENSDARP00000120142.1	ENSDARP00000129261.1
ENSDARP00000081855.5	ENSDARP00000154884.1
ENSDARP00000043209.5	ENSDARP00000131368.2
ENSDARP00000011179.5	ENSDARP00000156362.1
ENSDARP00000061546.6	ENSDARP00000152717.1
ENSDARP00000048374.5	ENSDARP00000064508.5
ENSDARP00000045573.4	ENSDARP00000145830.1
ENSDARP00000065543.5	ENSDARP00000152844.1
ENSDARP00000008476.8	ENSDARP00000073657.5
ENSDARP00000060320.5	ENSDARP00000144712.1
ENSDARP00000118822.1	ENSDARP00000135261.1
ENSDARP00000111061.2	ENSDARP00000152696.1
ENSDARP00000116997.1	ENSDARP00000156284.1
ENSDARP00000142898.1	ENSDARP00000148790.1
ENSDARP00000125076.1	ENSDARP00000157221.1
ENSDARP00000013742.8	ENSDARP00000069743.6
ENSDARP00000106512.2	ENSDARP00000150856.1
ENSDARP00000022438.7	ENSDARP00000038865.4
ENSDARP00000123677.1	ENSDARP00000153628.1
ENSDARP00000102428.2	ENSDARP00000153964.1
ENSDARP00000016722.6	ENSDARP00000147597.1
ENSDARP00000072402.4	ENSDARP00000147820.1
ENSDARP00000054908.5	ENSDARP00000153045.1
ENSDARP00000115748.1	ENSDARP00000145364.1
ENSDARP00000051949.3	ENSDARP00000154336.1
ENSDARP00000005222.6	ENSDARP00000157543.1
ENSDARP00000046612.8	ENSDARP00000150986.1
ENSDARP00000080951.4	ENSDARP00000146458.1
ENSDARP00000075478.3	ENSDARP00000157550.1
ENSDARP00000109376.2	ENSDARP00000134734.2
ENSDARP00000083949.4	ENSDARP00000157491.1
ENSDARP00000061434.5	ENSDARP00000091818.3
ENSDARP00000096817.3	ENSDARP00000145479.1
ENSDARP00000109357.1	ENSDARP00000132339.2
ENSDARP00000062362.4	ENSDARP00000064895.5
ENSDARP00000106382.2	ENSDARP00000046711.5
ENSDARP00000156870.1	ENSDARP00000138975.2
ENSDARP00000051221.5	ENSDARP00000155430.1
ENSDARP00000111880.2	ENSDARP00000061972.6
ENSDARP00000022426.7	ENSDARP00000035109.5
ENSDARP00000067081.4	ENSDARP00000151711.1
ENSDARP00000121210.1	ENSDARP00000151856.1
ENSDARP00000027655.7	ENSDARP00000151056.1
ENSDARP00000107856.2	ENSDARP00000053186.5
ENSDARP00000105358.2	ENSDARP00000153599.1
ENSDARP00000116584.1	ENSDARP00000156589.1
ENSDARP00000115477.1	ENSDARP00000150619.1
ENSDARP00000059401.5	ENSDARP00000148763.1
ENSDARP00000104170.1	ENSDARP00000156996.1
ENSDARP00000024549.8	ENSDARP00000140336.2
ENSDARP00000043657.6	ENSDARP00000069770.4
ENSDARP00000127371.1	ENSDARP00000143367.2
ENSDARP00000136045.1	ENSDARP00000153744.1
ENSDARP00000138060.2	ENSDARP00000151443.1
ENSDARP00000026011.7	ENSDARP00000145815.1
ENSDARP00000005033.5	ENSDARP00000154917.1
ENSDARP00000086285.4	ENSDARP00000147908.1
ENSDARP00000122800.1	ENSDARP00000150224.1
ENSDARP00000071659.3	ENSDARP00000153105.1
ENSDARP00000094710.3	ENSDARP00000156685.1
ENSDARP00000105770.2	ENSDARP00000111782.1
ENSDARP00000071442.4	ENSDARP00000074585.5
ENSDARP00000128216.1	ENSDARP00000155556.1
ENSDARP00000068987.3	ENSDARP00000157203.1
ENSDARP00000075078.3	ENSDARP00000014703.8
ENSDARP00000156480.1	ENSDARP00000145983.1
ENSDARP00000112924.1	ENSDARP00000151013.1
ENSDARP00000122583.1	ENSDARP00000096587.5
ENSDARP00000119955.1	ENSDARP00000156998.1
ENSDARP00000053587.4	ENSDARP00000154928.1
ENSDARP00000107674.1	ENSDARP00000157101.1
ENSDARP00000115597.2	ENSDARP00000138817.1
ENSDARP00000077996.5	ENSDARP00000139725.1
ENSDARP00000140561.1	ENSDARP00000141076.2
ENSDARP00000108442.1	ENSDARP00000084982.5
ENSDARP00000110052.3	ENSDARP00000157645.1
ENSDARP00000154438.1	ENSDARP00000148813.1
ENSDARP00000060343.3	ENSDARP00000155463.1
ENSDARP00000032320.4	ENSDARP00000153684.1
ENSDARP00000035286.7	ENSDARP00000153334.1
ENSDARP00000110556.1	ENSDARP00000151920.1
ENSDARP00000003318.8	ENSDARP00000147667.1
ENSDARP00000022592.5	ENSDARP00000034327.6
ENSDARP00000069275.4	ENSDARP00000148992.1
ENSDARP00000067888.4	ENSDARP00000147260.1
ENSDARP00000119942.1	ENSDARP00000154075.1
ENSDARP00000010952.5	ENSDARP00000156257.1
ENSDARP00000132256.2	ENSDARP00000145232.1
ENSDARP00000135401.1	ENSDARP00000150048.1
ENSDARP00000104571.2	ENSDARP00000150254.1
ENSDARP00000105704.2	ENSDARP00000155438.1
ENSDARP00000074455.4	ENSDARP00000157296.1
ENSDARP00000127171.1	ENSDARP00000127195.1
ENSDARP00000119738.2	ENSDARP00000123322.2
ENSDARP00000112412.2	ENSDARP00000114828.1
ENSDARP00000054339.5	ENSDARP00000155951.1
ENSDARP00000142264.1	ENSDARP00000151936.1
ENSDARP00000027417.5	ENSDARP00000130201.2
ENSDARP00000115630.1	ENSDARP00000157114.1
ENSDARP00000137630.1	ENSDARP00000151900.1
ENSDARP00000145340.1	ENSDARP00000145341.1
ENSDARP00000009794.7	ENSDARP00000152139.1
ENSDARP00000136464.1	ENSDARP00000147879.1
ENSDARP00000054848.5	ENSDARP00000142380.2
ENSDARP00000031504.5	ENSDARP00000155910.1
ENSDARP00000139379.1	ENSDARP00000156717.1
ENSDARP00000140240.1	ENSDARP00000155949.1
ENSDARP00000107813.2	ENSDARP00000147170.1
ENSDARP00000123618.1	ENSDARP00000151434.1
ENSDARP00000118831.1	ENSDARP00000138595.2
ENSDARP00000093447.3	ENSDARP00000063647.5
ENSDARP00000113159.2	ENSDARP00000103928.4
ENSDARP00000007964.7	ENSDARP00000105068.2
ENSDARP00000144723.1	ENSDARP00000157624.1
ENSDARP00000065138.4	ENSDARP00000150679.1
ENSDARP00000034904.4	ENSDARP00000149837.1
ENSDARP00000119855.1	ENSDARP00000152222.1
ENSDARP00000072659.4	ENSDARP00000151424.1
ENSDARP00000121290.1	ENSDARP00000068090.3
ENSDARP00000005617.6	ENSDARP00000090760.3
ENSDARP00000006482.8	ENSDARP00000155279.1
ENSDARP00000127506.1	ENSDARP00000149557.1
ENSDARP00000119908.1	ENSDARP00000048857.4
ENSDARP00000111629.2	ENSDARP00000124728.1
ENSDARP00000012590.6	ENSDARP00000144977.1
ENSDARP00000124238.1	ENSDARP00000114602.3
ENSDARP00000101727.2	ENSDARP00000152633.1
ENSDARP00000092066.3	ENSDARP00000146031.1
ENSDARP00000155558.1	ENSDARP00000156943.1
ENSDARP00000074143.5	ENSDARP00000145621.1
ENSDARP00000142514.2	ENSDARP00000154321.1
ENSDARP00000065547.5	ENSDARP00000149142.1
ENSDARP00000079522.3	ENSDARP00000149851.1
ENSDARP00000140155.1	ENSDARP00000136324.1
ENSDARP00000090500.3	ENSDARP00000136771.2
ENSDARP00000153956.1	ENSDARP00000056644.5
ENSDARP00000022916.6	ENSDARP00000153541.1
ENSDARP00000117066.1	ENSDARP00000017693.7
ENSDARP00000119187.1	ENSDARP00000156414.1
ENSDARP00000127291.1	ENSDARP00000148531.1
ENSDARP00000132399.1	ENSDARP00000154181.1
ENSDARP00000054980.3	ENSDARP00000144201.2
ENSDARP00000140483.1	ENSDARP00000132271.1
ENSDARP00000104915.2	ENSDARP00000154056.1
ENSDARP00000039787.5	ENSDARP00000157205.1
ENSDARP00000073224.2	ENSDARP00000150859.1
ENSDARP00000129564.1	ENSDARP00000147432.1
ENSDARP00000099015.2	ENSDARP00000153492.1
ENSDARP00000012708.7	ENSDARP00000146204.1
ENSDARP00000108630.2	ENSDARP00000148007.1
ENSDARP00000114137.1	ENSDARP00000153996.1
ENSDARP00000024693.6	ENSDARP00000146994.1
ENSDARP00000100966.3	ENSDARP00000147447.1
ENSDARP00000014799.5	ENSDARP00000153537.1
ENSDARP00000036317.5	ENSDARP00000148925.1
ENSDARP00000118051.1	ENSDARP00000151088.1
ENSDARP00000063176.5	ENSDARP00000147737.1
ENSDARP00000116806.1	ENSDARP00000115757.1
ENSDARP00000000488.6	ENSDARP00000124141.2
ENSDARP00000039319.7	ENSDARP00000156074.1
ENSDARP00000102484.1	ENSDARP00000148847.1
ENSDARP00000084002.5	ENSDARP00000146186.1
ENSDARP00000088503.4	ENSDARP00000141947.1
ENSDARP00000090534.5	ENSDARP00000145874.1
ENSDARP00000004667.7	ENSDARP00000146728.1
ENSDARP00000049424.6	ENSDARP00000033318.6
ENSDARP00000143727.2	ENSDARP00000116716.1
ENSDARP00000125994.1	ENSDARP00000149842.1
ENSDARP00000141423.1	ENSDARP00000153150.1
ENSDARP00000092573.2	ENSDARP00000155710.1
ENSDARP00000107843.2	ENSDARP00000066945.5
ENSDARP00000090035.2	ENSDARP00000148053.1
ENSDARP00000144068.1	ENSDARP00000107099.2
ENSDARP00000075874.5	ENSDARP00000145324.1
ENSDARP00000081501.4	ENSDARP00000155335.1
ENSDARP00000043316.6	ENSDARP00000149387.1
ENSDARP00000053138.5	ENSDARP00000014897.7
ENSDARP00000127265.1	ENSDARP00000147302.1
ENSDARP00000010900.6	ENSDARP00000155052.1
ENSDARP00000138592.1	ENSDARP00000132981.1
ENSDARP00000061592.2	ENSDARP00000124688.1
ENSDARP00000056305.5	ENSDARP00000146127.1
ENSDARP00000092043.5	ENSDARP00000152890.1
ENSDARP00000033638.7	ENSDARP00000151651.1
ENSDARP00000142582.1	ENSDARP00000139189.1
ENSDARP00000093563.5	ENSDARP00000157495.1
ENSDARP00000009970.7	ENSDARP00000148387.1
ENSDARP00000122471.1	ENSDARP00000155691.1
ENSDARP00000071694.3	ENSDARP00000120348.2
ENSDARP00000119188.1	ENSDARP00000150714.1
ENSDARP00000094120.2	ENSDARP00000148378.1
ENSDARP00000136919.1	ENSDARP00000147570.1
ENSDARP00000128675.1	ENSDARP00000147592.1
ENSDARP00000147303.1	ENSDARP00000149364.1
ENSDARP00000000392.9	ENSDARP00000123023.2
ENSDARP00000101710.2	ENSDARP00000155818.1
ENSDARP00000107994.1	ENSDARP00000145140.1
ENSDARP00000155759.1	ENSDARP00000153617.1
ENSDARP00000114762.2	ENSDARP00000153040.1
ENSDARP00000102226.3	ENSDARP00000036006.6
ENSDARP00000007839.7	ENSDARP00000100056.4
ENSDARP00000046932.7	ENSDARP00000153562.1
ENSDARP00000075741.3	ENSDARP00000154846.1
ENSDARP00000144959.1	ENSDARP00000003654.8
ENSDARP00000075227.4	ENSDARP00000147466.1
ENSDARP00000136226.1	ENSDARP00000145564.1
ENSDARP00000121984.1	ENSDARP00000154263.1
ENSDARP00000150655.1	ENSDARP00000147696.1
ENSDARP00000071920.3	ENSDARP00000150590.1
ENSDARP00000121890.1	ENSDARP00000145509.1
ENSDARP00000077948.4	ENSDARP00000083973.5
ENSDARP00000107615.2	ENSDARP00000103358.3
ENSDARP00000122676.1	ENSDARP00000054914.6
ENSDARP00000095109.3	ENSDARP00000148998.1
ENSDARP00000103177.1	ENSDARP00000152870.1
ENSDARP00000120227.1	ENSDARP00000120131.1
ENSDARP00000128585.1	ENSDARP00000155095.1
ENSDARP00000036106.6	ENSDARP00000154942.1
ENSDARP00000142866.1	ENSDARP00000107877.3
ENSDARP00000132230.2	ENSDARP00000003158.7
ENSDARP00000138296.2	ENSDARP00000089908.3
ENSDARP00000132882.2	ENSDARP00000146138.1
ENSDARP00000081319.4	ENSDARP00000139183.1
ENSDARP00000003403.9	ENSDARP00000147058.1
ENSDARP00000064965.1	ENSDARP00000150483.1
ENSDARP00000132076.1	ENSDARP00000135153.2
ENSDARP00000054114.3	ENSDARP00000156294.1
ENSDARP00000037620.6	ENSDARP00000151212.1
ENSDARP00000131919.1	ENSDARP00000155237.1
ENSDARP00000039386.8	ENSDARP00000069007.3
ENSDARP00000109984.2	ENSDARP00000157251.1
ENSDARP00000128045.1	ENSDARP00000020101.6
ENSDARP00000117669.1	ENSDARP00000147167.1
ENSDARP00000081229.5	ENSDARP00000147745.1
ENSDARP00000041214.6	ENSDARP00000155241.1
ENSDARP00000135353.1	ENSDARP00000080991.5
ENSDARP00000089117.2	ENSDARP00000068184.3
ENSDARP00000089072.3	ENSDARP00000150447.1
ENSDARP00000089075.3	ENSDARP00000145477.1
ENSDARP00000092070.2	ENSDARP00000157419.1
ENSDARP00000002156.7	ENSDARP00000007855.6
ENSDARP00000014574.2	ENSDARP00000050398.6
ENSDARP00000088311.4	ENSDARP00000151000.1
ENSDARP00000129713.1	ENSDARP00000131010.1
ENSDARP00000086168.3	ENSDARP00000147222.1
ENSDARP00000107703.2	ENSDARP00000038151.8
ENSDARP00000113964.1	ENSDARP00000154532.1
ENSDARP00000096377.2	ENSDARP00000145852.1
ENSDARP00000124430.1	ENSDARP00000152790.1
ENSDARP00000119770.1	ENSDARP00000157637.1
ENSDARP00000149826.1	ENSDARP00000149959.1
ENSDARP00000145769.1	ENSDARP00000148006.1
ENSDARP00000063054.4	ENSDARP00000091159.1
ENSDARP00000094847.4	ENSDARP00000155642.1
ENSDARP00000134257.1	ENSDARP00000149566.1
ENSDARP00000114221.2	ENSDARP00000153229.1
ENSDARP00000042059.3	ENSDARP00000153738.1
ENSDARP00000016376.4	ENSDARP00000153594.1
ENSDARP00000000985.8	ENSDARP00000032530.5
ENSDARP00000133706.1	ENSDARP00000133130.1
ENSDARP00000122592.1	ENSDARP00000114174.1
ENSDARP00000155521.1	ENSDARP00000155245.1
ENSDARP00000129878.1	ENSDARP00000117023.1
ENSDARP00000002773.6	ENSDARP00000152815.1
ENSDARP00000028107.7	ENSDARP00000153300.1
ENSDARP00000083382.5	ENSDARP00000148812.1
ENSDARP00000051551.3	ENSDARP00000155085.1
ENSDARP00000094757.2	ENSDARP00000036561.7
ENSDARP00000126983.1	ENSDARP00000148754.1
ENSDARP00000062668.5	ENSDARP00000145077.1
ENSDARP00000062655.6	ENSDARP00000136692.2
ENSDARP00000114427.1	ENSDARP00000123648.1
ENSDARP00000119439.2	ENSDARP00000150532.1
ENSDARP00000005218.8	ENSDARP00000141780.2
ENSDARP00000120417.1	ENSDARP00000017082.5
ENSDARP00000120003.1	ENSDARP00000147914.1
ENSDARP00000126237.1	ENSDARP00000011544.9
ENSDARP00000122975.1	ENSDARP00000150597.1
ENSDARP00000007770.5	ENSDARP00000151609.1
ENSDARP00000020833.7	ENSDARP00000156966.1
ENSDARP00000077012.3	ENSDARP00000157197.1
ENSDARP00000045286.6	ENSDARP00000141399.1
ENSDARP00000122900.1	ENSDARP00000150458.1
ENSDARP00000007588.7	ENSDARP00000150010.1
ENSDARP00000073284.4	ENSDARP00000151572.1
ENSDARP00000150843.1	ENSDARP00000007913.8
ENSDARP00000102310.2	ENSDARP00000152113.1
ENSDARP00000116541.1	ENSDARP00000117632.1
ENSDARP00000146803.1	ENSDARP00000150331.1
ENSDARP00000002260.7	ENSDARP00000092924.3
ENSDARP00000126325.1	ENSDARP00000152358.1
ENSDARP00000120405.1	ENSDARP00000114554.1
ENSDARP00000052085.5	ENSDARP00000150739.1
ENSDARP00000018653.4	ENSDARP00000057884.6
ENSDARP00000085308.4	ENSDARP00000150813.1
ENSDARP00000071685.3	ENSDARP00000155880.1
ENSDARP00000065778.2	ENSDARP00000149594.1
ENSDARP00000097933.2	ENSDARP00000078621.4
ENSDARP00000071687.3	ENSDARP00000149435.1
ENSDARP00000074593.4	ENSDARP00000145649.1
ENSDARP00000134245.1	ENSDARP00000084604.3
ENSDARP00000072858.3	ENSDARP00000136190.1
ENSDARP00000113532.1	ENSDARP00000032788.7
ENSDARP00000063705.2	ENSDARP00000156011.1
ENSDARP00000133164.1	ENSDARP00000155060.1
ENSDARP00000027757.5	ENSDARP00000146831.1
ENSDARP00000088755.4	ENSDARP00000156722.1
ENSDARP00000020595.7	ENSDARP00000120686.1
ENSDARP00000156664.1	ENSDARP00000153109.1
ENSDARP00000038835.6	ENSDARP00000150145.1
ENSDARP00000123935.1	ENSDARP00000118166.2
ENSDARP00000076292.3	ENSDARP00000110017.2
ENSDARP00000105872.1	ENSDARP00000148179.1
ENSDARP00000072374.4	ENSDARP00000151804.1
ENSDARP00000084220.5	ENSDARP00000149160.1
ENSDARP00000146211.1	ENSDARP00000018866.8
ENSDARP00000157652.1	ENSDARP00000150911.1
ENSDARP00000140077.1	ENSDARP00000032715.6
ENSDARP00000113081.1	ENSDARP00000119883.1
ENSDARP00000132117.1	ENSDARP00000151258.1
ENSDARP00000097672.3	ENSDARP00000150907.1
ENSDARP00000134925.1	ENSDARP00000148038.1
ENSDARP00000120246.1	ENSDARP00000147886.1
ENSDARP00000021216.6	ENSDARP00000008711.7
ENSDARP00000152286.1	ENSDARP00000153759.1
ENSDARP00000153699.1	ENSDARP00000145500.1
ENSDARP00000079066.3	ENSDARP00000155014.1
ENSDARP00000104026.2	ENSDARP00000152355.1
ENSDARP00000102751.3	ENSDARP00000112849.1
ENSDARP00000061743.5	ENSDARP00000061750.5
ENSDARP00000083210.4	ENSDARP00000153546.1
ENSDARP00000069992.4	ENSDARP00000150652.1
ENSDARP00000074845.5	ENSDARP00000084036.6
ENSDARP00000091474.3	ENSDARP00000146213.1
ENSDARP00000142278.1	ENSDARP00000151462.1
ENSDARP00000118364.1	ENSDARP00000013426.5
ENSDARP00000080380.4	ENSDARP00000148476.1
ENSDARP00000053417.5	ENSDARP00000154308.1
ENSDARP00000003030.7	ENSDARP00000130898.1
ENSDARP00000058459.3	ENSDARP00000145752.1
ENSDARP00000107300.1	ENSDARP00000154540.1
ENSDARP00000071305.5	ENSDARP00000156122.1
ENSDARP00000011966.7	ENSDARP00000155408.1
ENSDARP00000065564.4	ENSDARP00000131082.2
ENSDARP00000055566.4	ENSDARP00000145102.1
ENSDARP00000002714.7	ENSDARP00000145352.1
ENSDARP00000105154.2	ENSDARP00000148222.1
ENSDARP00000089695.3	ENSDARP00000149717.1
ENSDARP00000065555.4	ENSDARP00000136323.2
ENSDARP00000119143.1	ENSDARP00000151835.1
ENSDARP00000119493.1	ENSDARP00000156853.1
ENSDARP00000080259.4	ENSDARP00000150632.1
ENSDARP00000128211.1	ENSDARP00000154927.1
ENSDARP00000036699.7	ENSDARP00000154617.1
ENSDARP00000084055.4	ENSDARP00000157210.1
ENSDARP00000091027.3	ENSDARP00000157519.1
ENSDARP00000065554.5	ENSDARP00000148768.1
ENSDARP00000140721.1	ENSDARP00000058110.5
ENSDARP00000120476.1	ENSDARP00000110548.1
ENSDARP00000014779.8	ENSDARP00000150202.1
ENSDARP00000063027.5	ENSDARP00000150412.1
ENSDARP00000053471.4	ENSDARP00000154929.1
ENSDARP00000037207.6	ENSDARP00000043068.7
ENSDARP00000128656.1	ENSDARP00000157174.1
ENSDARP00000065561.4	ENSDARP00000151384.1
ENSDARP00000072101.2	ENSDARP00000155905.1
ENSDARP00000022674.6	ENSDARP00000106874.3
ENSDARP00000065562.4	ENSDARP00000146749.1
ENSDARP00000069513.5	ENSDARP00000123530.1
ENSDARP00000148193.1	ENSDARP00000067454.6
ENSDARP00000017532.8	ENSDARP00000157523.1
ENSDARP00000096339.3	ENSDARP00000144672.1
ENSDARP00000120305.2	ENSDARP00000152041.1
ENSDARP00000089035.4	ENSDARP00000027995.8
ENSDARP00000155276.1	ENSDARP00000157436.1
ENSDARP00000004610.7	ENSDARP00000157018.1
ENSDARP00000156841.1	ENSDARP00000155206.1
ENSDARP00000110650.2	ENSDARP00000152996.1
ENSDARP00000118138.1	ENSDARP00000015923.6
ENSDARP00000027788.5	ENSDARP00000151078.1
ENSDARP00000117213.1	ENSDARP00000149576.1
ENSDARP00000026096.7	ENSDARP00000015799.8
ENSDARP00000114111.1	ENSDARP00000146546.1
ENSDARP00000105560.3	ENSDARP00000138681.2
ENSDARP00000032359.6	ENSDARP00000151391.1
ENSDARP00000113029.1	ENSDARP00000054640.6
ENSDARP00000051750.5	ENSDARP00000113109.1
ENSDARP00000064903.6	ENSDARP00000150682.1
ENSDARP00000007907.5	ENSDARP00000149992.1
ENSDARP00000063150.4	ENSDARP00000088158.5
ENSDARP00000069636.3	ENSDARP00000150761.1
ENSDARP00000011941.6	ENSDARP00000155346.1
ENSDARP00000087357.3	ENSDARP00000148164.1
ENSDARP00000056293.4	ENSDARP00000157408.1
ENSDARP00000132587.2	ENSDARP00000148745.1
ENSDARP00000078738.3	ENSDARP00000151132.1
ENSDARP00000127216.1	ENSDARP00000133383.2
ENSDARP00000092917.5	ENSDARP00000153807.1
ENSDARP00000128111.1	ENSDARP00000147573.1
ENSDARP00000065090.4	ENSDARP00000149292.1
ENSDARP00000064738.4	ENSDARP00000154097.1
ENSDARP00000126440.1	ENSDARP00000118233.1
ENSDARP00000135070.1	ENSDARP00000146580.1
ENSDARP00000156774.1	ENSDARP00000155201.1
ENSDARP00000061264.4	ENSDARP00000156647.1
ENSDARP00000134071.1	ENSDARP00000099988.3
ENSDARP00000099211.1	ENSDARP00000143786.2
ENSDARP00000031379.7	ENSDARP00000151522.1
ENSDARP00000088793.4	ENSDARP00000063628.6
ENSDARP00000130757.1	ENSDARP00000153378.1
ENSDARP00000105933.2	ENSDARP00000155933.1
ENSDARP00000106736.1	ENSDARP00000153495.1
ENSDARP00000106584.2	ENSDARP00000157513.1
ENSDARP00000081874.4	ENSDARP00000151577.1
ENSDARP00000048818.6	ENSDARP00000152333.1
ENSDARP00000076630.3	ENSDARP00000149757.1
ENSDARP00000096527.3	ENSDARP00000135592.2
ENSDARP00000103806.1	ENSDARP00000147142.1
ENSDARP00000083913.5	ENSDARP00000147974.1
ENSDARP00000109750.1	ENSDARP00000146400.1
ENSDARP00000119611.1	ENSDARP00000145007.1
ENSDARP00000063620.4	ENSDARP00000155024.1
ENSDARP00000092236.4	ENSDARP00000147900.1
ENSDARP00000117051.1	ENSDARP00000146611.1
ENSDARP00000115298.1	ENSDARP00000154853.1
ENSDARP00000136655.1	ENSDARP00000130311.2
ENSDARP00000087587.5	ENSDARP00000147804.1
ENSDARP00000123704.1	ENSDARP00000148683.1
ENSDARP00000127033.1	ENSDARP00000152600.1
ENSDARP00000129002.1	ENSDARP00000126679.1
ENSDARP00000061837.7	ENSDARP00000148869.1
ENSDARP00000128736.1	ENSDARP00000145559.1
ENSDARP00000124597.1	ENSDARP00000117573.1
ENSDARP00000016209.6	ENSDARP00000155193.1
ENSDARP00000149501.1	ENSDARP00000099906.3
ENSDARP00000135809.1	ENSDARP00000154153.1
ENSDARP00000053200.5	ENSDARP00000144653.1
ENSDARP00000053413.4	ENSDARP00000150515.1
ENSDARP00000150896.1	ENSDARP00000154259.1
ENSDARP00000101751.3	ENSDARP00000151328.1
ENSDARP00000136928.1	ENSDARP00000145704.1
ENSDARP00000010252.5	ENSDARP00000150513.1
ENSDARP00000157530.1	ENSDARP00000112510.2
ENSDARP00000142204.1	ENSDARP00000152157.1
ENSDARP00000050201.4	ENSDARP00000148278.1
ENSDARP00000085573.4	ENSDARP00000155053.1
ENSDARP00000103242.3	ENSDARP00000101638.2
ENSDARP00000127697.2	ENSDARP00000058679.2
ENSDARP00000001288.7	ENSDARP00000096465.3
ENSDARP00000024039.7	ENSDARP00000155404.1
ENSDARP00000105180.2	ENSDARP00000148665.1
ENSDARP00000117169.1	ENSDARP00000157413.1
ENSDARP00000116036.1	ENSDARP00000101299.4
ENSDARP00000015367.5	ENSDARP00000150967.1
ENSDARP00000066781.7	ENSDARP00000111263.2
ENSDARP00000072516.3	ENSDARP00000151840.1
ENSDARP00000081545.5	ENSDARP00000146206.1
ENSDARP00000042079.6	ENSDARP00000016626.8
ENSDARP00000121161.1	ENSDARP00000041860.4
ENSDARP00000074560.4	ENSDARP00000152173.1
ENSDARP00000115839.1	ENSDARP00000154023.1
ENSDARP00000010838.7	ENSDARP00000152841.1
ENSDARP00000118249.1	ENSDARP00000144771.1
